id,城市,市区,标题,户型,面积,面积数值,方位,楼层,时间,所属小区,所属区域,房源链接,总价,总价数值,均价,均价数值,房龄
3701,fuzhou,晋安,五四北 中间好楼层 次新房 有电梯 近地铁 出行方便,3 室 2 厅 1 卫,89.24㎡,89.24,北,中层(共27层),2023年建造,建发央著,晋安 五四北 涧田288号,https://fz.anjuke.com/prop/view/S4099651318750215?auction=221&hpType=27&entry=102&position=48&kwtype=filter&now_time=1782180492&spread=filtersearch_c&epauction=&stats_key=0bfa5318-4bab-4e36-9bb9-3207dc3a2c36_48&from=from_esf_List_screen&index=48,86万,86.00,9637元/㎡,9637.00,2-5年
3702,fuzhou,仓山,闽江大道 近地铁 正规商品房 次新小区 刚需两居 西南朝向,2 室 1 厅 1 卫,83.88㎡,83.88,西南,中层(共38层),2021年建造,中联御景湾,仓山 闽江大道 闽江大道92号,https://fz.anjuke.com/prop/view/S4333837371534344?auction=221&hpType=27&entry=102&position=49&kwtype=filter&now_time=1782180492&spread=filtersearch_c&epauction=&stats_key=0bfa5318-4bab-4e36-9bb9-3207dc3a2c36_49&from=from_esf_List_screen&index=49,160万,160.00,19075元/㎡,19075.00,2-5年
3703,fuzhou,仓山,急售 左海望悦 临地铁 纯商品房 精装可拎包入住 中层采光好,3 室 2 厅 2 卫,89㎡,89.00,南北,中层(共13层),2024年建造,左海望悦,仓山 则徐大道 双洲路1号,https://fz.anjuke.com/prop/view/S4426790739598340?auction=221&hpType=27&entry=102&position=50&kwtype=filter&now_time=1782180492&spread=filtersearch_c&epauction=&stats_key=0bfa5318-4bab-4e36-9bb9-3207dc3a2c36_50&from=from_esf_List_screen&index=50,188万,188.00,21124元/㎡,21124.00,2-5年
3704,fuzhou,仓山,二环内 员工内购房 左海望悦 白湖亭 近地铁 精装好房,3 室 2 厅 2 卫,89㎡,89.00,南北,高层(共15层),2024年建造,左海望悦,仓山 则徐大道 双洲路1号,https://fz.anjuke.com/prop/view/S4559095331642375?auction=221&hpType=27&entry=102&position=51&kwtype=filter&now_time=1782180492&spread=filtersearch_c&epauction=&stats_key=0bfa5318-4bab-4e36-9bb9-3207dc3a2c36_51&from=from_esf_List_screen&index=51,185万,185.00,20787元/㎡,20787.00,2-5年
3705,fuzhou,仓山,赞赞赞 现房 南二环白湖亭地铁三房 南北通透 精装全新未入住,3 室 2 厅 2 卫,89㎡,89.00,南北,高层(共15层),2022年建造,左海望悦,仓山 则徐大道 双洲路1号,https://fz.anjuke.com/prop/view/S4469204025779202?auction=221&hpType=27&entry=102&position=52&kwtype=filter&now_time=1782180492&spread=filtersearch_c&epauction=&stats_key=0bfa5318-4bab-4e36-9bb9-3207dc3a2c36_52&from=from_esf_List_screen&index=52,192万,192.00,21574元/㎡,21574.00,2-5年
3706,fuzhou,晋安,新出！急售精装全送，次新小区电梯3房，人车分流，近地铁五四北,3 室 1 厅 2 卫,89.49㎡,89.49,南北,高层(共22层),2023年建造,新榕金岚秀山,晋安 五四北 下柳路158号,https://fz.anjuke.com/prop/view/S4503231767012363?auction=221&hpType=27&entry=102&position=53&kwtype=filter&now_time=1782180492&spread=filtersearch_c&epauction=&stats_key=0bfa5318-4bab-4e36-9bb9-3207dc3a2c36_53&from=from_esf_List_screen&index=53,145万,145.00,16203元/㎡,16203.00,2-5年
3707,fuzhou,台江,光明港附近 汇金鼎府 2023年楼盘 南北通透 刚需小三居,3 室 2 厅 1 卫,87.73㎡,87.73,南北,高层(共16层),2023年建造,汇金鼎府,台江 武夷绿洲 福光南路,https://fz.anjuke.com/prop/view/S4625140562977805?auction=221&hpType=27&entry=102&position=54&kwtype=filter&now_time=1782180492&spread=filtersearch_c&epauction=&stats_key=0bfa5318-4bab-4e36-9bb9-3207dc3a2c36_54&from=from_esf_List_screen&index=54,175万,175.00,19948元/㎡,19948.00,2-5年
3708,fuzhou,台江,万科澜悦花园C区 有电梯 交通便利 刚需小三居 商业配套成熟,3 室 2 厅 2 卫,90㎡,90.00,南北,低层(共23层),2022年建造,万科澜悦花园C区,台江 排尾路 瀛福路43号,https://fz.anjuke.com/prop/view/S4507456300637196?auction=221&hpType=27&entry=102&position=55&kwtype=filter&now_time=1782180492&spread=filtersearch_c&epauction=&stats_key=0bfa5318-4bab-4e36-9bb9-3207dc3a2c36_55&from=from_esf_List_screen&index=55,185万,185.00,20556元/㎡,20556.00,2-5年
3709,fuzhou,晋安,新店 次新房 商业配套齐全 医疗配套成熟 中间好楼层,3 室 1 厅 2 卫,90㎡,90.00,南北,中层(共21层),2023年建造,新城卓越榕域风华,晋安 新店 坂中路,https://fz.anjuke.com/prop/view/S4045898200149005?auction=221&hpType=27&entry=102&position=56&kwtype=filter&now_time=1782180492&spread=filtersearch_c&epauction=&stats_key=0bfa5318-4bab-4e36-9bb9-3207dc3a2c36_56&from=from_esf_List_screen&index=56,165万,165.00,18334元/㎡,18334.00,2-5年
3710,fuzhou,晋安,三盛 光里 有电梯 南北通透 产权清晰 双卫生间,4 室 2 厅 2 卫,94.06㎡,94.06,南北,低层(共31层),2023年建造,三盛拾光里,晋安 五四北 鹅峰路339号,https://fz.anjuke.com/prop/view/S3153098260619270?auction=221&hpType=27&entry=102&position=57&kwtype=filter&now_time=1782180492&spread=filtersearch_c&epauction=&stats_key=0bfa5318-4bab-4e36-9bb9-3207dc3a2c36_57&from=from_esf_List_screen&index=57,169万,169.00,17968元/㎡,17968.00,2-5年
3711,fuzhou,晋安,要结婚吗要品质吗看这里！急急急！急出毛坯现房！,3 室 2 厅 2 卫,95㎡,95.00,南,高层(共20层),2023年建造,鲁能公馆三期,晋安 新店 南平东路90号,https://fz.anjuke.com/prop/view/S3317133494755332?auction=221&hpType=27&entry=102&position=58&kwtype=filter&now_time=1782180492&spread=filtersearch_c&epauction=&stats_key=0bfa5318-4bab-4e36-9bb9-3207dc3a2c36_58&from=from_esf_List_screen&index=58,205万,205.00,21579元/㎡,21579.00,2-5年
3712,fuzhou,晋安,东泰禾 榕发观湖郡二房230万,2 室 2 厅 1 卫,70.95㎡,70.95,南,高层(共23层),2022年建造,榕发观湖郡,晋安 东二环 化工路238号,https://fz.anjuke.com/prop/view/S3961492852841477?auction=221&hpType=27&entry=102&position=59&kwtype=filter&now_time=1782180492&spread=filtersearch_c&epauction=&stats_key=0bfa5318-4bab-4e36-9bb9-3207dc3a2c36_59&from=from_esf_List_screen&index=59,230万,230.00,32418元/㎡,32418.00,2-5年
3713,fuzhou,晋安,急售！（五四北核心区）次新精装修丶从未住人丶户型方正通透,3 室 2 厅 2 卫,94.43㎡,94.43,南北,高层(共18层),2024年建造,国贸保利和颂锦原,晋安 五四北 坂中路,https://fz.anjuke.com/prop/view/S4226082014698505?auction=221&hpType=27&entry=102&position=0&kwtype=filter&now_time=1782180496&spread=filtersearch_c&epauction=&stats_key=28c67243-0da8-4e0f-b365-c2ed57996e17_0&from=from_esf_List_screen&index=0,202万,202.00,21392元/㎡,21392.00,2-5年
3714,fuzhou,晋安,天空之城 商品住宅 交通便利 装修好 有电梯 高楼层采光充足,4 室 2 厅 2 卫,110.95㎡,110.95,南北,高层(共10层),2021年建造,天空之城,晋安 五四北 战坂路536号,https://fz.anjuke.com/prop/view/S4588078568532993?auction=221&hpType=27&entry=102&position=1&kwtype=filter&now_time=1782180496&spread=filtersearch_c&epauction=&stats_key=28c67243-0da8-4e0f-b365-c2ed57996e17_1&from=from_esf_List_screen&index=1,215万,215.00,19379元/㎡,19379.00,2-5年
3715,fuzhou,仓山,金山次新小区高层看江精装拎包入住,3 室 2 厅 2 卫,88.07㎡,88.07,南北,高层(共29层),2022年建造,福晟钱隆府,仓山 洪湾路 高宅路189号,https://fz.anjuke.com/prop/view/S4608206913002497?auction=221&hpType=27&entry=102&position=2&kwtype=filter&now_time=1782180496&spread=filtersearch_c&epauction=&stats_key=28c67243-0da8-4e0f-b365-c2ed57996e17_2&from=from_esf_List_screen&index=2,168万,168.00,19076元/㎡,19076.00,2-5年
3716,fuzhou,晋安,急售  首开香颂 商品房 一梯一户端头户型 高楼层次新房,4 室 2 厅 2 卫,106㎡,106.00,南北,中层(共18层),2022年建造,首开香颂,晋安 前横路 湖重北路17号,https://fz.anjuke.com/prop/view/S3236739589382159?auction=221&hpType=27&entry=102&position=3&kwtype=filter&now_time=1782180496&spread=filtersearch_c&epauction=&stats_key=28c67243-0da8-4e0f-b365-c2ed57996e17_3&from=from_esf_List_screen&index=3,180万,180.00,16982元/㎡,16982.00,2-5年
3717,fuzhou,仓山,开发商 价着急回款 199个买叠拼复式上清华学府本部,4 室 2 厅 2 卫,115.6㎡,115.60,南北,高层(共6层),2024年建造,滨江正荣府,仓山 福峡路 三环快速,https://fz.anjuke.com/prop/view/S4063286851099660?auction=221&hpType=27&entry=102&position=4&kwtype=filter&now_time=1782180496&spread=filtersearch_c&epauction=&stats_key=28c67243-0da8-4e0f-b365-c2ed57996e17_4&from=from_esf_List_screen&index=4,198.5万,198.50,17172元/㎡,17172.00,2-5年
3718,fuzhou,鼓楼,中山，十九，23年人车分离，品质小区屏东路鼓实华林路省政府,3 室 2 厅 1 卫,89㎡,89.00,南北,低层(共22层),2022年建造,书香红墙,鼓楼 华大 屏东路50号,https://fz.anjuke.com/prop/view/S3425894799269893?auction=221&hpType=27&entry=102&position=5&kwtype=filter&now_time=1782180496&spread=filtersearch_c&epauction=&stats_key=28c67243-0da8-4e0f-b365-c2ed57996e17_5&from=from_esf_List_screen&index=5,355万,355.00,39888元/㎡,39888.00,2-5年
3719,fuzhou,晋安,东二环泰禾旁 公园左岸 高层精装三房两卫 出门地铁口,3 室 2 厅 2 卫,86.18㎡,86.18,南,高层(共20层),2021年建造,公园左岸,晋安 东二环 桂溪路299号,https://fz.anjuke.com/prop/view/S3992467782966277?auction=221&hpType=27&entry=102&position=6&kwtype=filter&now_time=1782180496&spread=filtersearch_c&epauction=&stats_key=28c67243-0da8-4e0f-b365-c2ed57996e17_6&from=from_esf_List_screen&index=6,239万,239.00,27733元/㎡,27733.00,2-5年
3720,fuzhou,晋安,急售 可谈 东二环洋房 落地一楼带花园 送车位,3 室 2 厅 2 卫,95㎡,95.00,南北,低层(共11层),2024年建造,登云湖望云,晋安 鹤林新城 登云路368号,https://fz.anjuke.com/prop/view/S4197606138719245?auction=221&hpType=27&entry=102&position=7&kwtype=filter&now_time=1782180496&spread=filtersearch_c&epauction=&stats_key=28c67243-0da8-4e0f-b365-c2ed57996e17_7&from=from_esf_List_screen&index=7,155.5万,155.50,16369元/㎡,16369.00,2-5年
3721,fuzhou,仓山,新出急售！sm广场！地铁口！精装修！南北通透！,3 室 2 厅 2 卫,89㎡,89.00,南北,高层(共15层),2023年建造,左海望悦,仓山 则徐大道 双洲路1号,https://fz.anjuke.com/prop/view/S4323600229018637?auction=221&hpType=27&entry=102&position=8&kwtype=filter&now_time=1782180496&spread=filtersearch_c&epauction=&stats_key=28c67243-0da8-4e0f-b365-c2ed57996e17_8&from=from_esf_List_screen&index=8,190万,190.00,21349元/㎡,21349.00,2-5年
3722,fuzhou,台江,榕发望熙雅筑A区 近地铁 医疗配套成熟 次新房 交通便捷,2 室 1 厅 1 卫,73.91㎡,73.91,南,低层(共34层),2023年建造,榕发望熙雅筑A区,台江 万宝 交通西路,https://fz.anjuke.com/prop/view/S4508680585341958?auction=221&hpType=27&entry=102&position=9&kwtype=filter&now_time=1782180496&spread=filtersearch_c&epauction=&stats_key=28c67243-0da8-4e0f-b365-c2ed57996e17_9&from=from_esf_List_screen&index=9,135万,135.00,18266元/㎡,18266.00,2-5年
3723,fuzhou,鼓楼,保利天悦颐景花园 小三房 双卫 商圈成熟 临地铁 有电梯,3 室 2 厅 2 卫,105㎡,105.00,南北,低层(共41层),2021年建造,保利天悦颐景花园,鼓楼 华大 北二环西路565号,https://fz.anjuke.com/prop/view/S3741805559947277?auction=221&hpType=27&entry=102&position=10&kwtype=filter&now_time=1782180496&spread=filtersearch_c&epauction=&stats_key=28c67243-0da8-4e0f-b365-c2ed57996e17_10&from=from_esf_List_screen&index=10,228万,228.00,21715元/㎡,21715.00,2-5年
3724,fuzhou,仓山,滨江正荣府 正规商品房 车位充足 出行方便 双卫 小三房,3 室 2 厅 2 卫,89㎡,89.00,东,低层(共16层),2021年建造,滨江正荣府,仓山 福峡路 三环快速,https://fz.anjuke.com/prop/view/S4391723361999875?auction=221&hpType=27&entry=102&position=11&kwtype=filter&now_time=1782180496&spread=filtersearch_c&epauction=&stats_key=28c67243-0da8-4e0f-b365-c2ed57996e17_11&from=from_esf_List_screen&index=11,142万,142.00,15956元/㎡,15956.00,2-5年
3725,fuzhou,台江,宝龙万象地铁附近白马路新房电梯房,2 室 2 厅 1 卫,60㎡,60.00,南,低层(共27层),2023年建造,春江茗郡,台江 万宝 白马南路289号,https://fz.anjuke.com/prop/view/S4103186718924800?auction=221&hpType=27&entry=102&position=12&kwtype=filter&now_time=1782180496&spread=filtersearch_c&epauction=&stats_key=28c67243-0da8-4e0f-b365-c2ed57996e17_12&from=from_esf_List_screen&index=12,110万,110.00,18334元/㎡,18334.00,2-5年
3726,fuzhou,晋安,天空之城 近地铁 有电梯 交通便捷 精装修 得房好,4 室 2 厅 2 卫,116.35㎡,116.35,南北,低层(共13层),2021年建造,天空之城,晋安 五四北 战坂路536号,https://fz.anjuke.com/prop/view/S3433538369348617?auction=221&hpType=27&entry=102&position=13&kwtype=filter&now_time=1782180496&spread=filtersearch_c&epauction=&stats_key=28c67243-0da8-4e0f-b365-c2ed57996e17_13&from=from_esf_List_screen&index=13,250万,250.00,21487元/㎡,21487.00,2-5年
3727,fuzhou,晋安,五四北 省妇产旁 万科物业 精装小三房 二次软装 拎包入住,3 室 2 厅 1 卫,75.37㎡,75.37,南,高层(共28层),2021年建造,天空之城,晋安 五四北 战坂路536号,https://fz.anjuke.com/prop/view/S4126652986941442?auction=221&hpType=27&entry=102&position=14&kwtype=filter&now_time=1782180496&spread=filtersearch_c&epauction=&stats_key=28c67243-0da8-4e0f-b365-c2ed57996e17_14&from=from_esf_List_screen&index=14,135万,135.00,17912元/㎡,17912.00,2-5年
3728,fuzhou,晋安,万科天空之城  样板房 精装3房 全明户型 拎包即住,3 室 2 厅 1 卫,74.59㎡,74.59,南,高层(共29层),2021年建造,天空之城,晋安 五四北 战坂路536号,https://fz.anjuke.com/prop/view/S2963397230636044?auction=221&hpType=27&entry=102&position=15&kwtype=filter&now_time=1782180496&spread=filtersearch_c&epauction=&stats_key=28c67243-0da8-4e0f-b365-c2ed57996e17_15&from=from_esf_List_screen&index=15,139万,139.00,18636元/㎡,18636.00,2-5年
3729,fuzhou,晋安,楼层好 次新小区 电梯房 低密度社区 双卫生间 正南朝向,4 室 2 厅 2 卫,106.73㎡,106.73,南,中层(共27层),2021年建造,榕发夏荷郡三区,晋安 新店 盘石路765号,https://fz.anjuke.com/prop/view/S3603128900803596?auction=221&hpType=27&entry=102&position=16&kwtype=filter&now_time=1782180496&spread=filtersearch_c&epauction=&stats_key=28c67243-0da8-4e0f-b365-c2ed57996e17_16&from=from_esf_List_screen&index=16,168万,168.00,15741元/㎡,15741.00,2-5年
3730,fuzhou,闽侯,融创未来海 车位充足 交通便捷 满二 小三居 次新小区,3 室 2 厅 2 卫,89㎡,89.00,南北,高层(共30层),2021年建造,融创未来海,闽侯 高新区 乌龙江大道,https://fz.anjuke.com/prop/view/S4626116951645193?auction=221&hpType=27&entry=102&position=17&kwtype=filter&now_time=1782180496&spread=filtersearch_c&epauction=&stats_key=28c67243-0da8-4e0f-b365-c2ed57996e17_17&from=from_esf_List_screen&index=17,151万,151.00,16967元/㎡,16967.00,2-5年
3731,fuzhou,晋安,旭辉榕宸天著(B区) 次新小区   配套 近医院 带电梯,3 室 2 厅 2 卫,89.72㎡,89.72,南北,低层(共27层),2024年建造,旭辉榕宸天著(B区),晋安 新店 新厦路66号,https://fz.anjuke.com/prop/view/S4556000570207234?auction=221&hpType=27&entry=102&position=18&kwtype=filter&now_time=1782180496&spread=filtersearch_c&epauction=&stats_key=28c67243-0da8-4e0f-b365-c2ed57996e17_18&from=from_esf_List_screen&index=18,105万,105.00,11704元/㎡,11704.00,2-5年
3732,fuzhou,鼓楼,鼓楼三坊七巷丨省立医院丨入 中山晓，十九中丨地铁口丨目送  ,3 室 2 厅 2 卫,60㎡,60.00,南北,低层(共16层),2023年建造,汇诚永安里,鼓楼 东街 永安街36号,https://fz.anjuke.com/prop/view/S4549907725788166?auction=221&hpType=27&entry=102&position=19&kwtype=filter&now_time=1782180496&spread=filtersearch_c&epauction=&stats_key=28c67243-0da8-4e0f-b365-c2ed57996e17_19&from=from_esf_List_screen&index=19,199万,199.00,33167元/㎡,33167.00,2-5年
3733,fuzhou,晋安,锦鸿佳园 2室2厅1卫,2 室 2 厅 1 卫,76.92㎡,76.92,南北,低层(共32层),2024年建造,锦鸿佳园,晋安 福马路 七贤路2号,https://fz.anjuke.com/prop/view/S4440004090665996?auction=221&hpType=27&entry=102&position=20&kwtype=filter&now_time=1782180496&spread=filtersearch_c&epauction=&stats_key=28c67243-0da8-4e0f-b365-c2ed57996e17_20&from=from_esf_List_screen&index=20,139万,139.00,18071元/㎡,18071.00,2-5年
3734,fuzhou,仓山,白湖亭 临地铁 出行方便 商业配套齐全 刚需小三居,3 室 2 厅 1 卫,80㎡,80.00,南北,中层(共11层),2023年建造,建总领筑,仓山 连江南路 高坂路9号,https://fz.anjuke.com/prop/view/S4153511027797003?auction=221&hpType=27&entry=102&position=21&kwtype=filter&now_time=1782180496&spread=filtersearch_c&epauction=&stats_key=28c67243-0da8-4e0f-b365-c2ed57996e17_21&from=from_esf_List_screen&index=21,142万,142.00,17750元/㎡,17750.00,2-5年
3735,fuzhou,仓山,南二环麦顶精装现房丨地铁口丨  中骏世界城丨  旁丨生活方便,3 室 2 厅 2 卫,89㎡,89.00,南北,高层(共15层),2024年建造,左海望悦,仓山 则徐大道 双洲路1号,https://fz.anjuke.com/prop/view/S4339562283981827?auction=221&hpType=27&entry=102&position=22&kwtype=filter&now_time=1782180496&spread=filtersearch_c&epauction=&stats_key=28c67243-0da8-4e0f-b365-c2ed57996e17_22&from=from_esf_List_screen&index=22,193万,193.00,21686元/㎡,21686.00,2-5年
3736,fuzhou,晋安,二次装修！精装3房，鲁能公馆三期，地铁口，琴亭湖畔，鼓楼新店,3 室 2 厅 2 卫,111.24㎡,111.24,南北,低层(共20层),2022年建造,鲁能公馆三期,晋安 新店 南平东路90号,https://fz.anjuke.com/prop/view/S3372681811975174?auction=221&hpType=27&entry=102&position=23&kwtype=filter&now_time=1782180496&spread=filtersearch_c&epauction=&stats_key=28c67243-0da8-4e0f-b365-c2ed57996e17_23&from=from_esf_List_screen&index=23,235万,235.00,21126元/㎡,21126.00,2-5年
3737,fuzhou,仓山,滨江正荣府 产权清晰 次新小区 带电梯 东南朝向 出行方便,3 室 2 厅 1 卫,90㎡,90.00,东南,低层(共16层),2021年建造,滨江正荣府,仓山 福峡路 三环快速,https://fz.anjuke.com/prop/view/S4196433178468365?auction=221&hpType=27&entry=102&position=24&kwtype=filter&now_time=1782180496&spread=filtersearch_c&epauction=&stats_key=28c67243-0da8-4e0f-b365-c2ed57996e17_24&from=from_esf_List_screen&index=24,143万,143.00,15889元/㎡,15889.00,2-5年
3738,fuzhou,晋安,万科金域时代，高层精装三房！视野无遮挡 看房方便,3 室 2 厅 1 卫,90.54㎡,90.54,南北,高层(共32层),2022年建造,万科金域时代,晋安 火车站 茶园横路8号,https://fz.anjuke.com/prop/view/S3975396380503041?auction=221&hpType=27&entry=102&position=25&kwtype=filter&now_time=1782180496&spread=filtersearch_c&epauction=&stats_key=28c67243-0da8-4e0f-b365-c2ed57996e17_25&from=from_esf_List_screen&index=25,220万,220.00,24299元/㎡,24299.00,2-5年
3739,fuzhou,台江,海月江潮 下叠 使用面积大 南北通透 交通便利 3室3厅2卫,3 室 3 厅 2 卫,82.67㎡,82.67,南北,共5层,2021年建造,融信海月江潮,台江 苍霞 青年横路,https://fz.anjuke.com/prop/view/S3698036785112070?auction=221&hpType=27&entry=102&position=26&kwtype=filter&now_time=1782180496&spread=filtersearch_c&epauction=&stats_key=28c67243-0da8-4e0f-b365-c2ed57996e17_26&from=from_esf_List_screen&index=26,370万,370.00,44757元/㎡,44757.00,2-5年
